date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2020-12-18,2020,12,18,Middle East,UAE,Chronic,Amlodipine,65+,651,19.67,4196,152,1
2023-10-28,2023,10,28,Africa,Nigeria,Antipyretic,Paracetamol,46-65,90,85.42,4918,133,0
2023-08-24,2023,8,24,North America,Canada,Vitamin,Multivitamin,26-45,353,43.38,4823,165,0
2025-05-09,2025,5,9,East Asia,South Korea,Antibiotic,Amoxicillin,26-45,538,99.65,4527,274,0
2022-04-02,2022,4,2,Oceania,New Zealand,Antibiotic,Azithromycin,26-45,615,6.59,4273,181,0
2021-02-01,2021,2,1,Africa,Kenya,Antipyretic,Ibuprofen,65+,475,31.65,4591,87,1
2020-04-30,2020,4,30,Middle East,UAE,Cough_Cold,Cetirizine,65+,676,64.96,4336,124,1
2021-10-22,2021,10,22,Africa,Nigeria,Vitamin,Vitamin C,65+,455,88.51,4592,224,1
2021-06-26,2021,6,26,Africa,Nigeria,Antibiotic,Azithromycin,46-65,612,48.37,4438,409,1
2025-05-27,2025,5,27,East Asia,China,Cough_Cold,Cetirizine,0-12,507,76.06,4475,647,0
2022-11-05,2022,11,5,East Asia,China,Cough_Cold,Cetirizine,26-45,189,75.38,4613,424,0
2020-10-02,2020,10,2,Africa,Kenya,Antibiotic,Azithromycin,0-12,343,45.66,4491,406,1
2021-11-08,2021,11,8,Oceania,New Zealand,Antibiotic,Amoxicillin,26-45,437,25.17,4628,693,1
2025-06-17,2025,6,17,Africa,Nigeria,Antibiotic,Amoxicillin,0-12,382,68.96,4732,84,0
2022-01-15,2022,1,15,South Asia,Bangladesh,Vitamin,Vitamin C,65+,378,67.6,4679,719,0
2021-02-19,2021,2,19,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,798,5.58,4246,145,1
2023-08-12,2023,8,12,North America,Canada,Cough_Cold,Cough Syrup,0-12,246,71.36,4577,703,0
2022-09-16,2022,9,16,Africa,Kenya,Cough_Cold,Cetirizine,46-65,198,30.99,4632,152,0
2024-09-13,2024,9,13,East Asia,Japan,Chronic,Metformin,13-25,236,14.79,4953,493,0
2025-10-21,2025,10,21,South Asia,India,Antibiotic,Amoxicillin,0-12,196,11.21,4822,586,0
2020-08-16,2020,8,16,South America,Argentina,Antibiotic,Azithromycin,65+,227,37.57,4747,480,1
2022-03-30,2022,3,30,North America,USA,Antipyretic,Ibuprofen,13-25,329,8.35,4508,62,0
2021-10-07,2021,10,7,South Asia,Bangladesh,Antibiotic,Azithromycin,26-45,543,87.85,4638,368,1
2022-11-21,2022,11,21,Africa,Nigeria,Antibiotic,Amoxicillin,65+,364,94.6,4749,546,0
2025-09-17,2025,9,17,Europe,UK,Antibiotic,Amoxicillin,13-25,106,80.48,4770,32,0
2025-07-30,2025,7,30,South America,Brazil,Antipyretic,Paracetamol,0-12,178,88.28,4864,527,0
2022-04-23,2022,4,23,Europe,France,Antipyretic,Ibuprofen,46-65,430,67.57,4478,444,0
2023-11-24,2023,11,24,East Asia,South Korea,Antibiotic,Azithromycin,13-25,280,72.32,4813,253,0
2023-08-20,2023,8,20,Oceania,Australia,Antibiotic,Amoxicillin,26-45,190,19.39,5009,188,0
2023-11-20,2023,11,20,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,385,22.03,4768,643,0
2022-04-01,2022,4,1,Oceania,Australia,Cough_Cold,Cetirizine,26-45,366,52.26,4438,513,0
2023-01-23,2023,1,23,Africa,Kenya,Vitamin,Multivitamin,26-45,453,59.1,4514,495,0
2023-04-15,2023,4,15,Europe,Germany,Cough_Cold,Cetirizine,65+,393,32.05,4575,635,0
2022-06-06,2022,6,6,South America,Argentina,Antibiotic,Azithromycin,0-12,325,20.31,4704,300,0
2020-02-16,2020,2,16,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,434,36.55,4738,599,1
2023-08-17,2023,8,17,South Asia,Sri Lanka,Cough_Cold,Cetirizine,0-12,132,27.01,4953,290,0
2025-06-06,2025,6,6,North America,Canada,Chronic,Metformin,26-45,371,36.4,4489,350,0
2020-07-04,2020,7,4,South Asia,Bangladesh,Vitamin,Vitamin C,65+,622,72.26,4374,692,1
2021-01-26,2021,1,26,North America,Canada,Antipyretic,Paracetamol,0-12,870,49.9,4266,644,1
2020-10-15,2020,10,15,North America,USA,Cough_Cold,Cough Syrup,0-12,357,17.69,4568,603,1
2021-08-02,2021,8,2,South Asia,Sri Lanka,Chronic,Metformin,0-12,317,22.17,4748,77,1
2024-11-18,2024,11,18,South Asia,Bangladesh,Chronic,Metformin,26-45,381,41.5,4769,624,0
2023-01-20,2023,1,20,Oceania,Australia,Vitamin,Multivitamin,65+,480,49.51,4428,105,0
2024-07-01,2024,7,1,North America,USA,Chronic,Amlodipine,13-25,364,13.89,4485,629,0
2022-06-16,2022,6,16,Middle East,UAE,Chronic,Amlodipine,13-25,265,85.83,4686,202,0
2025-01-16,2025,1,16,North America,Canada,Vitamin,Multivitamin,13-25,286,22.56,4901,413,0
2023-08-16,2023,8,16,South America,Argentina,Antibiotic,Amoxicillin,13-25,341,54.19,4634,576,0
2025-01-26,2025,1,26,Middle East,Saudi Arabia,Chronic,Metformin,0-12,396,39.57,4406,130,0
2022-10-13,2022,10,13,North America,Canada,Vitamin,Vitamin C,26-45,275,23.16,4862,56,0
2024-07-23,2024,7,23,East Asia,Japan,Cough_Cold,Cetirizine,46-65,214,89.39,4979,627,0
2022-12-14,2022,12,14,North America,Canada,Antibiotic,Amoxicillin,0-12,264,27.82,4549,336,0
2020-12-30,2020,12,30,East Asia,Japan,Chronic,Metformin,26-45,4000,20.43,1196,532,1
2020-12-16,2020,12,16,Oceania,New Zealand,Chronic,Metformin,0-12,421,71.51,4656,324,1
2023-06-20,2023,6,20,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,433,87.8,4538,187,0
2021-10-08,2021,10,8,Europe,France,Cough_Cold,Cetirizine,13-25,316,65.77,4495,314,1
2023-02-14,2023,2,14,South America,Argentina,Antibiotic,Amoxicillin,13-25,274,18.21,4731,393,0
2021-01-29,2021,1,29,South Asia,Sri Lanka,Antibiotic,Amoxicillin,0-12,416,38.1,4426,431,1
2023-08-12,2023,8,12,Oceania,Australia,Vitamin,Multivitamin,26-45,337,24.93,4506,252,0
2025-03-30,2025,3,30,South Asia,Bangladesh,Chronic,Metformin,0-12,477,59.88,4452,140,0
2021-01-12,2021,1,12,Europe,Germany,Chronic,Metformin,26-45,842,90.48,4336,361,1
2024-06-05,2024,6,5,Middle East,Saudi Arabia,Antipyretic,Paracetamol,0-12,418,26.08,4488,640,0
2020-01-25,2020,1,25,Middle East,UAE,Vitamin,Vitamin C,26-45,785,80.99,4222,268,1
2020-11-26,2020,11,26,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,378,89.82,4565,62,1
2025-12-04,2025,12,4,South America,Brazil,Chronic,Amlodipine,46-65,364,34.3,4704,449,0
2025-05-28,2025,5,28,East Asia,Japan,Cough_Cold,Cough Syrup,26-45,453,75.21,4613,464,0
2020-12-21,2020,12,21,North America,USA,Cough_Cold,Cetirizine,26-45,648,56.24,4490,376,1
2023-02-08,2023,2,8,Africa,Kenya,Antipyretic,Ibuprofen,0-12,604,16.41,4216,48,0
2020-07-13,2020,7,13,Africa,Kenya,Antibiotic,Amoxicillin,65+,448,47.81,4486,163,1
2020-01-04,2020,1,4,Middle East,UAE,Cough_Cold,Cetirizine,65+,395,83.14,4648,258,1
2023-11-09,2023,11,9,Oceania,Australia,Cough_Cold,Cough Syrup,46-65,183,52.53,4694,185,0
2020-10-25,2020,10,25,East Asia,China,Antipyretic,Ibuprofen,26-45,294,34.6,4812,434,1
2020-03-28,2020,3,28,Europe,Germany,Antipyretic,Paracetamol,65+,1053,19.67,3814,238,1
2022-12-15,2022,12,15,North America,USA,Antipyretic,Ibuprofen,0-12,255,66.33,4707,102,0
2021-09-16,2021,9,16,Oceania,New Zealand,Vitamin,Vitamin C,46-65,244,64.16,4858,621,1
2025-03-13,2025,3,13,Europe,Germany,Antipyretic,Paracetamol,26-45,576,75.21,4464,325,0
2024-05-09,2024,5,9,East Asia,China,Cough_Cold,Cetirizine,0-12,494,72.85,4534,167,0
2025-05-04,2025,5,4,Middle East,UAE,Antipyretic,Paracetamol,46-65,354,52.83,4504,70,0
2024-07-20,2024,7,20,South America,Argentina,Vitamin,Vitamin C,46-65,265,38.52,4836,91,0
2020-09-16,2020,9,16,South America,Brazil,Vitamin,Multivitamin,26-45,457,14.3,4623,276,1
2021-06-01,2021,6,1,Africa,Nigeria,Cough_Cold,Cough Syrup,46-65,384,43.96,4546,645,1
2024-06-03,2024,6,3,Africa,Nigeria,Antipyretic,Paracetamol,46-65,457,87.42,4475,490,0
2020-12-27,2020,12,27,Middle East,UAE,Cough_Cold,Cough Syrup,46-65,582,95.33,4600,684,1
2023-04-04,2023,4,4,Africa,Kenya,Antipyretic,Paracetamol,26-45,608,97.61,4405,158,0
2022-02-13,2022,2,13,Oceania,Australia,Cough_Cold,Cough Syrup,46-65,659,41.97,4432,710,0
2020-10-08,2020,10,8,Europe,France,Cough_Cold,Cough Syrup,65+,1125,32.8,4010,436,1
2021-04-21,2021,4,21,East Asia,Japan,Cough_Cold,Cetirizine,26-45,698,66.34,4461,650,1
2021-02-17,2021,2,17,South Asia,Sri Lanka,Vitamin,Multivitamin,0-12,816,90.88,4134,526,1
2023-12-02,2023,12,2,East Asia,China,Chronic,Amlodipine,0-12,350,28.04,4450,393,0
2020-04-20,2020,4,20,Middle East,UAE,Cough_Cold,Cetirizine,26-45,1052,32.06,4065,570,1
2022-03-05,2022,3,5,Middle East,Saudi Arabia,Chronic,Amlodipine,26-45,453,71.33,4702,389,0
2025-02-27,2025,2,27,East Asia,China,Cough_Cold,Cough Syrup,26-45,619,25.89,4569,631,0
2025-04-28,2025,4,28,East Asia,Japan,Cough_Cold,Cetirizine,13-25,289,25.48,4644,549,0
2022-09-16,2022,9,16,East Asia,China,Vitamin,Multivitamin,46-65,179,7.45,4879,76,0
2020-03-25,2020,3,25,East Asia,China,Antibiotic,Amoxicillin,13-25,569,82.32,4358,50,1
2020-04-05,2020,4,5,South Asia,Bangladesh,Antipyretic,Ibuprofen,46-65,977,95.87,3999,681,1
2020-05-03,2020,5,3,Oceania,New Zealand,Cough_Cold,Cetirizine,13-25,763,79.54,4253,534,1
2020-10-29,2020,10,29,South Asia,Sri Lanka,Antipyretic,Ibuprofen,0-12,352,22.51,4629,704,1
2023-04-10,2023,4,10,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,584,37.97,4468,202,0
2024-12-16,2024,12,16,Europe,France,Vitamin,Multivitamin,65+,308,88.71,4873,486,0
2022-07-06,2022,7,6,South America,Argentina,Vitamin,Vitamin C,0-12,207,30.27,4901,719,0
2021-08-30,2021,8,30,East Asia,South Korea,Vitamin,Multivitamin,0-12,485,77.58,4412,242,1
2021-11-24,2021,11,24,East Asia,South Korea,Vitamin,Multivitamin,65+,400,93.22,4615,57,1
2022-07-15,2022,7,15,South America,Argentina,Chronic,Amlodipine,13-25,400,75.73,4537,375,0
2023-11-28,2023,11,28,East Asia,Japan,Vitamin,Multivitamin,46-65,414,20.88,4394,595,0
2022-03-25,2022,3,25,Oceania,New Zealand,Antipyretic,Ibuprofen,26-45,543,76.95,4328,454,0
2025-05-09,2025,5,9,North America,USA,Antibiotic,Azithromycin,13-25,279,45.69,4798,499,0
2025-06-01,2025,6,1,South Asia,India,Chronic,Amlodipine,65+,200,46.85,4814,403,0
2023-08-20,2023,8,20,Africa,Nigeria,Chronic,Metformin,65+,229,82.57,4791,572,0
2020-08-09,2020,8,9,South Asia,Bangladesh,Chronic,Amlodipine,13-25,435,37.21,4746,711,1
2022-09-12,2022,9,12,East Asia,Japan,Chronic,Metformin,65+,192,19.93,4760,620,0
2022-04-25,2022,4,25,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,303,74.89,4850,362,0
2024-01-02,2024,1,2,Oceania,Australia,Chronic,Metformin,65+,304,95.75,4583,136,0
2023-02-03,2023,2,3,South America,Brazil,Antipyretic,Paracetamol,26-45,666,33.79,4259,695,0
2020-06-28,2020,6,28,South Asia,Sri Lanka,Antibiotic,Amoxicillin,65+,578,85.33,4454,56,1
2023-05-22,2023,5,22,Europe,Germany,Chronic,Metformin,13-25,272,37.04,4865,363,0
2022-08-21,2022,8,21,South America,Brazil,Antibiotic,Azithromycin,26-45,208,18.71,4647,670,0
2020-08-08,2020,8,8,Europe,UK,Antipyretic,Ibuprofen,65+,391,32.98,4493,460,1
2025-02-15,2025,2,15,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,648,72.8,4471,333,0
2020-06-24,2020,6,24,Middle East,UAE,Antipyretic,Ibuprofen,46-65,474,62.9,4450,46,1
2025-10-11,2025,10,11,East Asia,Japan,Antibiotic,Amoxicillin,46-65,291,92.21,4701,48,0
2020-12-08,2020,12,8,Middle East,UAE,Antibiotic,Azithromycin,26-45,440,69.06,4370,457,1
2022-10-29,2022,10,29,East Asia,China,Chronic,Amlodipine,46-65,344,41.7,4777,717,0
2023-03-17,2023,3,17,North America,Canada,Cough_Cold,Cough Syrup,46-65,340,58.91,4472,523,0
2022-06-27,2022,6,27,North America,Canada,Antibiotic,Azithromycin,13-25,244,73.08,4780,504,0
2022-06-27,2022,6,27,Oceania,New Zealand,Chronic,Metformin,13-25,231,62.07,4948,621,0
2020-02-19,2020,2,19,Oceania,Australia,Antipyretic,Paracetamol,13-25,891,56.06,4129,559,1
2025-02-14,2025,2,14,Europe,UK,Antibiotic,Azithromycin,65+,507,84.4,4460,53,0
2024-01-31,2024,1,31,Africa,Kenya,Antibiotic,Azithromycin,13-25,525,24.66,4423,505,0
2025-07-21,2025,7,21,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,65+,203,63.49,4797,591,0
2024-04-27,2024,4,27,Europe,UK,Cough_Cold,Cough Syrup,46-65,532,37.13,4413,326,0
2024-12-01,2024,12,1,North America,Canada,Cough_Cold,Cetirizine,13-25,466,52.33,4643,529,0
2022-02-26,2022,2,26,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,0-12,472,58.25,4360,106,0
2024-11-28,2024,11,28,North America,Canada,Cough_Cold,Cough Syrup,0-12,396,71.2,4529,96,0
2022-12-20,2022,12,20,South America,Brazil,Chronic,Amlodipine,65+,200,66.47,4970,214,0
2023-07-10,2023,7,10,North America,Canada,Vitamin,Multivitamin,13-25,273,39.39,4704,109,0
2020-08-17,2020,8,17,South America,Brazil,Chronic,Amlodipine,13-25,567,83.38,4327,311,1
2022-09-08,2022,9,8,Middle East,UAE,Chronic,Amlodipine,26-45,181,14.61,4871,696,0
2023-12-01,2023,12,1,Africa,Kenya,Antibiotic,Amoxicillin,13-25,324,58.92,4696,441,0
2023-06-22,2023,6,22,East Asia,South Korea,Chronic,Metformin,13-25,441,54.07,4473,430,0
2025-11-14,2025,11,14,South Asia,India,Chronic,Amlodipine,13-25,218,17.47,4848,244,0
2023-05-10,2023,5,10,East Asia,South Korea,Antibiotic,Amoxicillin,0-12,491,12.0,4647,592,0
2024-01-12,2024,1,12,Middle East,Saudi Arabia,Antipyretic,Paracetamol,13-25,537,27.95,4629,558,0
2023-11-03,2023,11,3,Middle East,Saudi Arabia,Chronic,Amlodipine,46-65,228,6.69,4927,488,0
2023-03-25,2023,3,25,Oceania,Australia,Chronic,Metformin,13-25,561,96.78,4631,292,0
2023-08-15,2023,8,15,Oceania,Australia,Chronic,Metformin,46-65,297,73.73,4887,685,0
2022-07-22,2022,7,22,South America,Brazil,Vitamin,Vitamin C,0-12,338,5.89,4476,34,0
2020-03-12,2020,3,12,Oceania,Australia,Vitamin,Vitamin C,65+,497,48.18,4341,46,1
2020-03-04,2020,3,4,Africa,Nigeria,Vitamin,Vitamin C,26-45,519,56.37,4339,165,1
2023-05-23,2023,5,23,Africa,Kenya,Antibiotic,Azithromycin,13-25,288,47.02,4897,541,0
2024-02-09,2024,2,9,South America,Brazil,Cough_Cold,Cetirizine,0-12,484,48.87,4565,294,0
2021-12-18,2021,12,18,North America,USA,Vitamin,Multivitamin,65+,456,81.78,4642,491,1
2022-03-19,2022,3,19,Middle East,Saudi Arabia,Antipyretic,Paracetamol,65+,504,41.69,4448,712,0
2022-10-21,2022,10,21,North America,Canada,Antipyretic,Paracetamol,46-65,155,60.74,4667,200,0
2020-02-19,2020,2,19,South Asia,Bangladesh,Cough_Cold,Cetirizine,65+,847,86.98,3962,82,1
2021-03-04,2021,3,4,Oceania,New Zealand,Antibiotic,Amoxicillin,46-65,941,21.63,3890,236,1
2023-07-27,2023,7,27,Africa,Kenya,Antibiotic,Amoxicillin,46-65,436,62.98,4512,366,0
2025-07-17,2025,7,17,Africa,Nigeria,Antibiotic,Azithromycin,0-12,384,37.18,4666,648,0
2020-04-02,2020,4,2,North America,Canada,Vitamin,Multivitamin,13-25,718,82.06,4369,720,1
2020-10-26,2020,10,26,Africa,Nigeria,Antipyretic,Ibuprofen,46-65,482,26.86,4423,408,1
2021-01-18,2021,1,18,South Asia,Sri Lanka,Antipyretic,Ibuprofen,0-12,345,81.73,4654,416,1
2021-06-02,2021,6,2,North America,USA,Chronic,Amlodipine,46-65,686,62.44,4393,316,1
2020-05-21,2020,5,21,Middle East,Saudi Arabia,Antibiotic,Azithromycin,13-25,745,87.44,4297,656,1
2020-04-02,2020,4,2,South America,Argentina,Antipyretic,Ibuprofen,13-25,1048,47.6,3977,64,1
2025-10-19,2025,10,19,Africa,Kenya,Antipyretic,Paracetamol,26-45,224,12.37,4813,466,0
2025-04-08,2025,4,8,Africa,Kenya,Chronic,Metformin,65+,316,77.68,4610,212,0
2022-10-22,2022,10,22,Europe,Germany,Antipyretic,Paracetamol,46-65,270,18.18,4857,92,0
2021-11-14,2021,11,14,Europe,France,Antipyretic,Paracetamol,46-65,346,57.13,4704,66,1
2024-12-03,2024,12,3,Europe,UK,Cough_Cold,Cetirizine,65+,206,94.02,4818,66,0
2021-05-16,2021,5,16,Europe,Germany,Antipyretic,Paracetamol,0-12,897,91.89,4007,655,1
2025-05-09,2025,5,9,South America,Argentina,Cough_Cold,Cetirizine,65+,382,34.24,4540,316,0
2020-12-17,2020,12,17,South America,Argentina,Vitamin,Vitamin C,26-45,805,39.89,4326,584,1
2020-04-05,2020,4,5,East Asia,China,Antibiotic,Azithromycin,13-25,541,68.16,4511,91,1
2023-09-21,2023,9,21,East Asia,China,Chronic,Metformin,46-65,370,68.83,4816,274,0
2021-11-27,2021,11,27,North America,USA,Antipyretic,Ibuprofen,26-45,475,83.83,4439,703,1
2020-12-10,2020,12,10,Europe,France,Vitamin,Vitamin C,65+,562,19.68,4588,394,1
2021-04-18,2021,4,18,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,65+,993,41.55,3953,157,1
2020-08-22,2020,8,22,Oceania,Australia,Antipyretic,Ibuprofen,26-45,377,50.2,4470,438,1
2023-02-09,2023,2,9,Africa,Kenya,Cough_Cold,Cetirizine,46-65,411,7.62,4734,273,0
2023-12-08,2023,12,8,Europe,France,Chronic,Metformin,0-12,293,81.78,4668,681,0
2021-09-06,2021,9,6,Europe,France,Cough_Cold,Cough Syrup,0-12,314,96.28,4673,577,1
2023-11-16,2023,11,16,Africa,Kenya,Chronic,Metformin,65+,277,44.48,4901,182,0
2020-12-31,2020,12,31,Europe,France,Antipyretic,Ibuprofen,46-65,722,96.67,4092,611,1
2023-10-16,2023,10,16,Oceania,New Zealand,Antipyretic,Ibuprofen,0-12,198,56.96,4606,328,0
2021-05-16,2021,5,16,Africa,Nigeria,Antipyretic,Ibuprofen,0-12,838,88.18,4057,504,1
2021-07-10,2021,7,10,Middle East,UAE,Cough_Cold,Cough Syrup,65+,321,91.83,4490,494,1
2020-09-05,2020,9,5,Oceania,Australia,Antibiotic,Azithromycin,0-12,219,94.91,4633,645,1
2023-11-30,2023,11,30,North America,USA,Antipyretic,Ibuprofen,46-65,195,8.4,4835,314,0
2024-02-27,2024,2,27,East Asia,Japan,Antipyretic,Ibuprofen,65+,353,84.84,4512,417,0
2024-05-21,2024,5,21,South America,Brazil,Chronic,Metformin,26-45,345,71.88,4649,437,0
2022-07-03,2022,7,3,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,145,35.3,4821,702,0
2025-07-20,2025,7,20,South Asia,Sri Lanka,Antipyretic,Ibuprofen,46-65,240,94.44,4691,675,0
2021-07-14,2021,7,14,Africa,Nigeria,Antipyretic,Ibuprofen,0-12,644,70.24,4172,590,1
2020-12-19,2020,12,19,North America,Canada,Vitamin,Vitamin C,0-12,739,48.32,4377,100,1
2021-08-11,2021,8,11,East Asia,China,Cough_Cold,Cough Syrup,46-65,425,54.87,4402,453,1
2022-10-11,2022,10,11,Oceania,New Zealand,Cough_Cold,Cetirizine,46-65,275,33.39,4901,268,0
2020-01-08,2020,1,8,North America,USA,Vitamin,Multivitamin,0-12,907,58.43,4194,306,1
2024-11-08,2024,11,8,Middle East,Saudi Arabia,Chronic,Amlodipine,26-45,399,21.38,4743,536,0
2022-09-14,2022,9,14,South Asia,India,Antipyretic,Ibuprofen,26-45,1710,52.71,3121,76,0
2025-01-01,2025,1,1,East Asia,China,Vitamin,Multivitamin,13-25,468,76.1,4632,296,0
2023-09-18,2023,9,18,Oceania,Australia,Cough_Cold,Cetirizine,0-12,228,6.2,4890,331,0
2024-07-27,2024,7,27,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,250,73.22,4601,157,0
2024-01-24,2024,1,24,South Asia,India,Antipyretic,Ibuprofen,65+,281,9.86,4810,299,0
2021-10-03,2021,10,3,Africa,Kenya,Chronic,Amlodipine,26-45,528,43.24,4630,120,1
2023-09-03,2023,9,3,Oceania,Australia,Chronic,Metformin,13-25,222,82.84,4862,715,0
2024-09-08,2024,9,8,North America,Canada,Antipyretic,Ibuprofen,26-45,216,38.38,4897,604,0
2021-04-06,2021,4,6,North America,Canada,Cough_Cold,Cetirizine,46-65,488,32.74,4602,145,1
2021-04-30,2021,4,30,East Asia,South Korea,Cough_Cold,Cough Syrup,46-65,886,13.73,4042,440,1
2022-11-22,2022,11,22,South Asia,Sri Lanka,Cough_Cold,Cough Syrup,65+,238,7.9,4777,266,0
2020-08-10,2020,8,10,Europe,Germany,Cough_Cold,Cough Syrup,0-12,232,89.08,4865,413,1
2024-07-14,2024,7,14,Middle East,UAE,Antibiotic,Amoxicillin,26-45,332,57.35,4770,45,0
2022-03-06,2022,3,6,East Asia,China,Antipyretic,Ibuprofen,26-45,587,96.62,4324,468,0
2023-10-14,2023,10,14,Africa,Kenya,Antibiotic,Amoxicillin,26-45,299,18.29,4603,592,0
2021-01-20,2021,1,20,Africa,Kenya,Cough_Cold,Cetirizine,46-65,991,5.53,3950,172,1
2025-09-09,2025,9,9,Africa,Nigeria,Antipyretic,Ibuprofen,13-25,142,88.29,4804,389,0
2025-09-09,2025,9,9,East Asia,China,Chronic,Metformin,0-12,319,56.92,4640,327,0
2023-11-26,2023,11,26,Africa,Kenya,Vitamin,Vitamin C,46-65,141,60.25,4917,416,0
2020-10-30,2020,10,30,East Asia,Japan,Antibiotic,Azithromycin,0-12,311,27.93,4846,281,1
2021-01-16,2021,1,16,Middle East,UAE,Antipyretic,Ibuprofen,0-12,700,40.04,4349,552,1
2022-10-31,2022,10,31,South Asia,India,Chronic,Amlodipine,13-25,212,90.54,4967,178,0
2020-09-09,2020,9,9,Middle East,UAE,Vitamin,Vitamin C,26-45,393,87.38,4537,208,1
2022-07-10,2022,7,10,South Asia,Bangladesh,Chronic,Metformin,0-12,416,10.39,4650,384,0
2022-01-12,2022,1,12,South America,Brazil,Cough_Cold,Cough Syrup,65+,432,82.75,4555,661,0
2025-08-19,2025,8,19,South Asia,India,Antipyretic,Ibuprofen,26-45,359,65.96,4588,75,0
2020-09-17,2020,9,17,North America,Canada,Vitamin,Multivitamin,13-25,465,33.92,4504,673,1
2020-10-16,2020,10,16,North America,USA,Antibiotic,Azithromycin,65+,537,15.03,4457,433,1
2020-02-26,2020,2,26,North America,USA,Antibiotic,Amoxicillin,13-25,886,75.21,4287,285,1
2022-11-15,2022,11,15,Europe,UK,Antipyretic,Paracetamol,13-25,307,28.61,4658,622,0
2025-01-02,2025,1,2,East Asia,China,Chronic,Metformin,13-25,337,13.18,4772,554,0
2021-03-18,2021,3,18,North America,Canada,Antibiotic,Azithromycin,13-25,814,94.0,4115,486,1
2023-04-13,2023,4,13,South America,Brazil,Vitamin,Vitamin C,65+,624,38.35,4320,691,0
2023-09-18,2023,9,18,Africa,Nigeria,Cough_Cold,Cetirizine,65+,205,95.97,4760,120,0
2020-02-08,2020,2,8,East Asia,South Korea,Antipyretic,Ibuprofen,46-65,523,65.55,4458,282,1
2021-09-17,2021,9,17,North America,Canada,Antibiotic,Azithromycin,26-45,381,60.83,4560,110,1
2025-11-22,2025,11,22,South Asia,India,Chronic,Amlodipine,65+,209,20.24,4987,461,0
2025-09-13,2025,9,13,South America,Argentina,Vitamin,Vitamin C,46-65,291,81.74,4551,244,0
2021-11-03,2021,11,3,East Asia,China,Chronic,Amlodipine,65+,439,74.58,4596,465,1
2022-10-08,2022,10,8,East Asia,China,Cough_Cold,Cough Syrup,0-12,265,88.98,4935,127,0
2022-02-01,2022,2,1,East Asia,Japan,Chronic,Metformin,13-25,419,97.36,4497,651,0
2025-03-30,2025,3,30,East Asia,South Korea,Vitamin,Multivitamin,65+,440,39.2,4522,590,0
2025-04-01,2025,4,1,Middle East,Saudi Arabia,Antipyretic,Paracetamol,46-65,305,51.19,4731,311,0
2024-03-09,2024,3,9,Oceania,New Zealand,Antibiotic,Amoxicillin,46-65,627,35.58,4337,212,0
2022-02-17,2022,2,17,Africa,Nigeria,Chronic,Metformin,0-12,506,16.29,4372,368,0
2021-08-24,2021,8,24,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,342,82.76,4499,570,1
2025-04-27,2025,4,27,South America,Argentina,Antibiotic,Azithromycin,65+,409,51.88,4613,108,0
2020-05-08,2020,5,8,South America,Brazil,Antipyretic,Ibuprofen,0-12,799,66.1,4137,413,1
2020-03-03,2020,3,3,East Asia,South Korea,Chronic,Metformin,46-65,1044,39.87,3857,47,1
2021-12-15,2021,12,15,Africa,Kenya,Vitamin,Multivitamin,0-12,674,80.18,4396,365,1
2021-05-01,2021,5,1,South America,Argentina,Cough_Cold,Cetirizine,26-45,729,39.31,4366,198,1
2021-11-10,2021,11,10,Oceania,New Zealand,Antipyretic,Ibuprofen,13-25,477,16.87,4706,351,1
2024-10-16,2024,10,16,South America,Brazil,Chronic,Amlodipine,65+,195,5.1,4629,487,0
2021-08-12,2021,8,12,South America,Argentina,Antibiotic,Amoxicillin,46-65,412,11.66,4397,267,1
2024-12-10,2024,12,10,South Asia,Bangladesh,Antibiotic,Azithromycin,0-12,375,66.67,4760,619,0
2022-08-23,2022,8,23,North America,USA,Chronic,Metformin,26-45,307,85.89,4714,576,0
2020-02-02,2020,2,2,Middle East,UAE,Chronic,Metformin,46-65,679,29.68,4178,356,1
2023-12-25,2023,12,25,South Asia,Bangladesh,Chronic,Amlodipine,13-25,337,76.61,4487,716,0
2020-01-13,2020,1,13,Middle East,UAE,Antipyretic,Paracetamol,46-65,871,8.83,3931,178,1
2022-04-25,2022,4,25,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,252,51.66,4909,631,0
2025-10-22,2025,10,22,Oceania,Australia,Cough_Cold,Cetirizine,13-25,337,15.44,4688,78,0
